name,id,summary,reldesc,reltype,relatedEntityName,relatedEntityId,relatedEntitySummary,relatedEntytyType
"GEORGE SOROS",14965,"Survived nazi occupation of hungary, studied at London School of Economics. Founded Quantum Fund 1969; one of nation's first hedge funds. ""Broke"" British pound in 1992 with Stanley Druckenmiller; shorted England's currency, said to have made $1 billion in one day when Bank of England stopped fixing exchange rate. Not so lucky in Soviet Union: lost several hundred million in telecom investment when Soviet economy collapsed. Since 2000 has closed door to new investors; today the majority of Quantum Endowment Fund's $20 billion in assets are believed to be his. Sons Robert and Jonathan involved in business. Last summer made bearish bets; fund up 32% in 2007. Says U.S. on brink of prolonged recession after 25-year ""superbubble."" Has given away $6 billion since 1979 via Open Society Institute. 

Born in Hungary and is #15 on Forbes 400 richest Americans. Graduated from the London School of Economics. His income has been derived primarily from hedge funds. Soros gave away over $7 billion through his Open Society Institute.

Married and divorced twice, he has three children with Annaliese Witschak (Robert, Andrea, Jonathan) and two with Susan Weber Soros (Alexander and Gregory).","Campaign Contribution",Donation,"AMERICAN BRIDGE 21ST CENTURY",96562,NULL,Org
"GEORGE SOROS",14965,"Survived nazi occupation of hungary, studied at London School of Economics. Founded Quantum Fund 1969; one of nation's first hedge funds. ""Broke"" British pound in 1992 with Stanley Druckenmiller; shorted England's currency, said to have made $1 billion in one day when Bank of England stopped fixing exchange rate. Not so lucky in Soviet Union: lost several hundred million in telecom investment when Soviet economy collapsed. Since 2000 has closed door to new investors; today the majority of Quantum Endowment Fund's $20 billion in assets are believed to be his. Sons Robert and Jonathan involved in business. Last summer made bearish bets; fund up 32% in 2007. Says U.S. on brink of prolonged recession after 25-year ""superbubble."" Has given away $6 billion since 1979 via Open Society Institute. 

Born in Hungary and is #15 on Forbes 400 richest Americans. Graduated from the London School of Economics. His income has been derived primarily from hedge funds. Soros gave away over $7 billion through his Open Society Institute.

Married and divorced twice, he has three children with Annaliese Witschak (Robert, Andrea, Jonathan) and two with Susan Weber Soros (Alexander and Gregory).","Campaign Contribution",Donation,"LEADERSHIP THAT LISTENS PAC",51980,NULL,Org
"GEORGE SOROS",14965,"Survived nazi occupation of hungary, studied at London School of Economics. Founded Quantum Fund 1969; one of nation's first hedge funds. ""Broke"" British pound in 1992 with Stanley Druckenmiller; shorted England's currency, said to have made $1 billion in one day when Bank of England stopped fixing exchange rate. Not so lucky in Soviet Union: lost several hundred million in telecom investment when Soviet economy collapsed. Since 2000 has closed door to new investors; today the majority of Quantum Endowment Fund's $20 billion in assets are believed to be his. Sons Robert and Jonathan involved in business. Last summer made bearish bets; fund up 32% in 2007. Says U.S. on brink of prolonged recession after 25-year ""superbubble."" Has given away $6 billion since 1979 via Open Society Institute. 

Born in Hungary and is #15 on Forbes 400 richest Americans. Graduated from the London School of Economics. His income has been derived primarily from hedge funds. Soros gave away over $7 billion through his Open Society Institute.

Married and divorced twice, he has three children with Annaliese Witschak (Robert, Andrea, Jonathan) and two with Susan Weber Soros (Alexander and Gregory).","Campaign Contribution",Donation,"CHERI BUSTOS",117231,"A Representative from Illinois; born in Springfield, Sangamon County, Ill., October 17, 1961; graduated from Springfield High School, Springfield, Ill., 1979; attended Illinois College, Jacksonville, Ill.; B.A., University of Maryland, College Park, Md., 1983; M.A., University of Illinois, Springfield, Ill., 1985; journalist; businesswoman; member, East Moline, Ill., city council, 2007-2011; elected as a Democrat to the One Hundred Thirteenth Congress (January 3, 2013-present).",Person
"GEORGE SOROS",14965,"Survived nazi occupation of hungary, studied at London School of Economics. Founded Quantum Fund 1969; one of nation's first hedge funds. ""Broke"" British pound in 1992 with Stanley Druckenmiller; shorted England's currency, said to have made $1 billion in one day when Bank of England stopped fixing exchange rate. Not so lucky in Soviet Union: lost several hundred million in telecom investment when Soviet economy collapsed. Since 2000 has closed door to new investors; today the majority of Quantum Endowment Fund's $20 billion in assets are believed to be his. Sons Robert and Jonathan involved in business. Last summer made bearish bets; fund up 32% in 2007. Says U.S. on brink of prolonged recession after 25-year ""superbubble."" Has given away $6 billion since 1979 via Open Society Institute. 

Born in Hungary and is #15 on Forbes 400 richest Americans. Graduated from the London School of Economics. His income has been derived primarily from hedge funds. Soros gave away over $7 billion through his Open Society Institute.

Married and divorced twice, he has three children with Annaliese Witschak (Robert, Andrea, Jonathan) and two with Susan Weber Soros (Alexander and Gregory).","Campaign Contribution",Donation,"ERIC GRIEGO",102695,"MPA, Public Management, University of Maryland, 1991
BA, Journalism and Government, New Mexico State University, 1989

Candidate, United States House of Representatives, District 1, 2012
Senator, New Mexico State Senate, 2008-2012
City Councilman, Albuquerque City Council, 2001-2005

Executive Director, New Mexico Voices for Children, 2009-2012
Assistant Cabinet Secretary, New Mexico Economic Development Department, 2005-2007
President and Co-Founder, Engaging Communication, Limited Liability Company, 2001-2005
Part Time Instructor, Central New Mexico Community College, 2000-2005
Lecturer, University of New Mexico Honors Program, 2000-2003
Lecturer, University of Texas at Dallas, 1996-1998
International Labor Advisor/Communications Director, Secretariat of the North American Commission for Labor Cooperation, 1995-1998
International Economist, United States Department of Labor, 1991-1995",Person
"GEORGE SOROS",14965,"Survived nazi occupation of hungary, studied at London School of Economics. Founded Quantum Fund 1969; one of nation's first hedge funds. ""Broke"" British pound in 1992 with Stanley Druckenmiller; shorted England's currency, said to have made $1 billion in one day when Bank of England stopped fixing exchange rate. Not so lucky in Soviet Union: lost several hundred million in telecom investment when Soviet economy collapsed. Since 2000 has closed door to new investors; today the majority of Quantum Endowment Fund's $20 billion in assets are believed to be his. Sons Robert and Jonathan involved in business. Last summer made bearish bets; fund up 32% in 2007. Says U.S. on brink of prolonged recession after 25-year ""superbubble."" Has given away $6 billion since 1979 via Open Society Institute. 

Born in Hungary and is #15 on Forbes 400 richest Americans. Graduated from the London School of Economics. His income has been derived primarily from hedge funds. Soros gave away over $7 billion through his Open Society Institute.

Married and divorced twice, he has three children with Annaliese Witschak (Robert, Andrea, Jonathan) and two with Susan Weber Soros (Alexander and Gregory).","Campaign Contribution",Donation,"NANCY PELOSI",13516,"(daughter of Thomas DAlesandro, Jr.), a Representative from California; born Nancy DAlesandro in Baltimore, Md., March 26, 1940; A.B., Trinity College, 1962; chair, California State Democratic Party, 1981-1983; finance chairman, Democratic Senatorial Campaign Committee, 1985-1986; elected as a Democrat to the One Hundredth Congress, by special election, to fill the vacancy caused by the death of United States Representative Sala Burton, and reelected to the thirteen succeeding Congresses (June 2, 1987-present); minority whip (One Hundred Seventh Congress); minority leader (One Hundred Eighth, One Hundred Ninth, One Hundred Twelfth, and One Hundred Thirteenth Congresses); Speaker of the House (One Hundred Tenth and One Hundred Eleventh Congresses).",Person
"GEORGE SOROS",14965,"Survived nazi occupation of hungary, studied at London School of Economics. Founded Quantum Fund 1969; one of nation's first hedge funds. ""Broke"" British pound in 1992 with Stanley Druckenmiller; shorted England's currency, said to have made $1 billion in one day when Bank of England stopped fixing exchange rate. Not so lucky in Soviet Union: lost several hundred million in telecom investment when Soviet economy collapsed. Since 2000 has closed door to new investors; today the majority of Quantum Endowment Fund's $20 billion in assets are believed to be his. Sons Robert and Jonathan involved in business. Last summer made bearish bets; fund up 32% in 2007. Says U.S. on brink of prolonged recession after 25-year ""superbubble."" Has given away $6 billion since 1979 via Open Society Institute. 

Born in Hungary and is #15 on Forbes 400 richest Americans. Graduated from the London School of Economics. His income has been derived primarily from hedge funds. Soros gave away over $7 billion through his Open Society Institute.

Married and divorced twice, he has three children with Annaliese Witschak (Robert, Andrea, Jonathan) and two with Susan Weber Soros (Alexander and Gregory).","Campaign Contribution",Donation,"VERMONT DEMOCRATIC PARTY",42820,NULL,Org
"GEORGE SOROS",14965,"Survived nazi occupation of hungary, studied at London School of Economics. Founded Quantum Fund 1969; one of nation's first hedge funds. ""Broke"" British pound in 1992 with Stanley Druckenmiller; shorted England's currency, said to have made $1 billion in one day when Bank of England stopped fixing exchange rate. Not so lucky in Soviet Union: lost several hundred million in telecom investment when Soviet economy collapsed. Since 2000 has closed door to new investors; today the majority of Quantum Endowment Fund's $20 billion in assets are believed to be his. Sons Robert and Jonathan involved in business. Last summer made bearish bets; fund up 32% in 2007. Says U.S. on brink of prolonged recession after 25-year ""superbubble."" Has given away $6 billion since 1979 via Open Society Institute. 

Born in Hungary and is #15 on Forbes 400 richest Americans. Graduated from the London School of Economics. His income has been derived primarily from hedge funds. Soros gave away over $7 billion through his Open Society Institute.

Married and divorced twice, he has three children with Annaliese Witschak (Robert, Andrea, Jonathan) and two with Susan Weber Soros (Alexander and Gregory).","Campaign Contribution",Donation,"SEAN MALONEY",117214,"A Representative from New York; born in Sherbrooke, Quebec, Canada, July 30, 1966; attended Georgetown University, Washington, D.C., 1986; B.A., University of Virginia, Charlottesville, Va., 1988; J.D., University of Virginia, Charlottesville, Va., 1992; campaign aide; lawyer, private practice; businessman; staff secretary to President William J. Clinton; unsuccessful candidate for nomination for New York attorney general in 2006; first deputy secretary to New York Governor Eliot Spitzer; elected as a Democrat to the One Hundred Thirteenth Congress (January 3, 2013-present).",Person
"GEORGE SOROS",14965,"Survived nazi occupation of hungary, studied at London School of Economics. Founded Quantum Fund 1969; one of nation's first hedge funds. ""Broke"" British pound in 1992 with Stanley Druckenmiller; shorted England's currency, said to have made $1 billion in one day when Bank of England stopped fixing exchange rate. Not so lucky in Soviet Union: lost several hundred million in telecom investment when Soviet economy collapsed. Since 2000 has closed door to new investors; today the majority of Quantum Endowment Fund's $20 billion in assets are believed to be his. Sons Robert and Jonathan involved in business. Last summer made bearish bets; fund up 32% in 2007. Says U.S. on brink of prolonged recession after 25-year ""superbubble."" Has given away $6 billion since 1979 via Open Society Institute. 

Born in Hungary and is #15 on Forbes 400 richest Americans. Graduated from the London School of Economics. His income has been derived primarily from hedge funds. Soros gave away over $7 billion through his Open Society Institute.

Married and divorced twice, he has three children with Annaliese Witschak (Robert, Andrea, Jonathan) and two with Susan Weber Soros (Alexander and Gregory).","Campaign Contribution",Donation,"PROGRESSIVE CHANGE CAMPAIGN COMMITTEE",97945,"Founded in 2009 by Adam Green, a former MoveOn online organizer and Democratic party communications worker, and Stephanie Taylor, former MoveOn and SEIU organizer, the PCCC has been at the forefront fighting for progressive change ever since.",Org
"GEORGE SOROS",14965,"Survived nazi occupation of hungary, studied at London School of Economics. Founded Quantum Fund 1969; one of nation's first hedge funds. ""Broke"" British pound in 1992 with Stanley Druckenmiller; shorted England's currency, said to have made $1 billion in one day when Bank of England stopped fixing exchange rate. Not so lucky in Soviet Union: lost several hundred million in telecom investment when Soviet economy collapsed. Since 2000 has closed door to new investors; today the majority of Quantum Endowment Fund's $20 billion in assets are believed to be his. Sons Robert and Jonathan involved in business. Last summer made bearish bets; fund up 32% in 2007. Says U.S. on brink of prolonged recession after 25-year ""superbubble."" Has given away $6 billion since 1979 via Open Society Institute. 

Born in Hungary and is #15 on Forbes 400 richest Americans. Graduated from the London School of Economics. His income has been derived primarily from hedge funds. Soros gave away over $7 billion through his Open Society Institute.

Married and divorced twice, he has three children with Annaliese Witschak (Robert, Andrea, Jonathan) and two with Susan Weber Soros (Alexander and Gregory).","Campaign Contribution",Donation,"PRIORITIES USA ACTION",80765,NULL,Org
"GEORGE SOROS",14965,"Survived nazi occupation of hungary, studied at London School of Economics. Founded Quantum Fund 1969; one of nation's first hedge funds. ""Broke"" British pound in 1992 with Stanley Druckenmiller; shorted England's currency, said to have made $1 billion in one day when Bank of England stopped fixing exchange rate. Not so lucky in Soviet Union: lost several hundred million in telecom investment when Soviet economy collapsed. Since 2000 has closed door to new investors; today the majority of Quantum Endowment Fund's $20 billion in assets are believed to be his. Sons Robert and Jonathan involved in business. Last summer made bearish bets; fund up 32% in 2007. Says U.S. on brink of prolonged recession after 25-year ""superbubble."" Has given away $6 billion since 1979 via Open Society Institute. 

Born in Hungary and is #15 on Forbes 400 richest Americans. Graduated from the London School of Economics. His income has been derived primarily from hedge funds. Soros gave away over $7 billion through his Open Society Institute.

Married and divorced twice, he has three children with Annaliese Witschak (Robert, Andrea, Jonathan) and two with Susan Weber Soros (Alexander and Gregory).","Campaign Contribution",Donation,"MARK MURPHY",117228,NULL,Person
"GEORGE SOROS",14965,"Survived nazi occupation of hungary, studied at London School of Economics. Founded Quantum Fund 1969; one of nation's first hedge funds. ""Broke"" British pound in 1992 with Stanley Druckenmiller; shorted England's currency, said to have made $1 billion in one day when Bank of England stopped fixing exchange rate. Not so lucky in Soviet Union: lost several hundred million in telecom investment when Soviet economy collapsed. Since 2000 has closed door to new investors; today the majority of Quantum Endowment Fund's $20 billion in assets are believed to be his. Sons Robert and Jonathan involved in business. Last summer made bearish bets; fund up 32% in 2007. Says U.S. on brink of prolonged recession after 25-year ""superbubble."" Has given away $6 billion since 1979 via Open Society Institute. 

Born in Hungary and is #15 on Forbes 400 richest Americans. Graduated from the London School of Economics. His income has been derived primarily from hedge funds. Soros gave away over $7 billion through his Open Society Institute.

Married and divorced twice, he has three children with Annaliese Witschak (Robert, Andrea, Jonathan) and two with Susan Weber Soros (Alexander and Gregory).",Founder,Position,"OPEN SOCIETY FOUNDATIONS",87874,"The Open Society Foundations began in 1979 when George Soros decided he had enough money. His great success as a hedge fund manager allowed him to pursue his ambition of establishing open societies in place of authoritarian forms of government.

Soros set up his first non-U.S. foundation in Hungary in 1984. His signature move was to distribute photocopiers to universities, libraries, and civil society groups, breaking the communist party’s grip on information.

To help train a new generation of political and economic leaders, Soros founded the Central European University in 1991 as a center of research and policy analysis that promotes the principles of open, democratic societies. Support for education programs, from early childhood to university, accounted for as much as half of the Open Society Foundations’ annual program expenditures.

Beginning in 1993, the Foundations provided tens of millions of dollars for humanitarian aid and relief efforts during the wars in the countries of the former Yugoslavia, especially in besieged Sarajevo where construction crews braved sniper fire and artillery shells to connect residents to gas lines, electricity, and drinking water.

In 1996 programs were launched in the United States,",Org
"GEORGE SOROS",14965,"Survived nazi occupation of hungary, studied at London School of Economics. Founded Quantum Fund 1969; one of nation's first hedge funds. ""Broke"" British pound in 1992 with Stanley Druckenmiller; shorted England's currency, said to have made $1 billion in one day when Bank of England stopped fixing exchange rate. Not so lucky in Soviet Union: lost several hundred million in telecom investment when Soviet economy collapsed. Since 2000 has closed door to new investors; today the majority of Quantum Endowment Fund's $20 billion in assets are believed to be his. Sons Robert and Jonathan involved in business. Last summer made bearish bets; fund up 32% in 2007. Says U.S. on brink of prolonged recession after 25-year ""superbubble."" Has given away $6 billion since 1979 via Open Society Institute. 

Born in Hungary and is #15 on Forbes 400 richest Americans. Graduated from the London School of Economics. His income has been derived primarily from hedge funds. Soros gave away over $7 billion through his Open Society Institute.

Married and divorced twice, he has three children with Annaliese Witschak (Robert, Andrea, Jonathan) and two with Susan Weber Soros (Alexander and Gregory).",Member,Membership,"CLINTON GLOBAL INITIATIVE",33328,"A non-partisan initiative of the William J. Clinton Foundation, CGI moves beyond discussion, fostering a sense of shared responsibility to address major global problems. From presidents to academics, from the boardroom to the classroom, CGI members from all walks of life are effecting positive change.",Org
"GEORGE SOROS",14965,"Survived nazi occupation of hungary, studied at London School of Economics. Founded Quantum Fund 1969; one of nation's first hedge funds. ""Broke"" British pound in 1992 with Stanley Druckenmiller; shorted England's currency, said to have made $1 billion in one day when Bank of England stopped fixing exchange rate. Not so lucky in Soviet Union: lost several hundred million in telecom investment when Soviet economy collapsed. Since 2000 has closed door to new investors; today the majority of Quantum Endowment Fund's $20 billion in assets are believed to be his. Sons Robert and Jonathan involved in business. Last summer made bearish bets; fund up 32% in 2007. Says U.S. on brink of prolonged recession after 25-year ""superbubble."" Has given away $6 billion since 1979 via Open Society Institute. 

Born in Hungary and is #15 on Forbes 400 richest Americans. Graduated from the London School of Economics. His income has been derived primarily from hedge funds. Soros gave away over $7 billion through his Open Society Institute.

Married and divorced twice, he has three children with Annaliese Witschak (Robert, Andrea, Jonathan) and two with Susan Weber Soros (Alexander and Gregory).",father,Family,"GREGORY SOROS",202648,NULL,Person
"GEORGE SOROS",14965,"Survived nazi occupation of hungary, studied at London School of Economics. Founded Quantum Fund 1969; one of nation's first hedge funds. ""Broke"" British pound in 1992 with Stanley Druckenmiller; shorted England's currency, said to have made $1 billion in one day when Bank of England stopped fixing exchange rate. Not so lucky in Soviet Union: lost several hundred million in telecom investment when Soviet economy collapsed. Since 2000 has closed door to new investors; today the majority of Quantum Endowment Fund's $20 billion in assets are believed to be his. Sons Robert and Jonathan involved in business. Last summer made bearish bets; fund up 32% in 2007. Says U.S. on brink of prolonged recession after 25-year ""superbubble."" Has given away $6 billion since 1979 via Open Society Institute. 

Born in Hungary and is #15 on Forbes 400 richest Americans. Graduated from the London School of Economics. His income has been derived primarily from hedge funds. Soros gave away over $7 billion through his Open Society Institute.

Married and divorced twice, he has three children with Annaliese Witschak (Robert, Andrea, Jonathan) and two with Susan Weber Soros (Alexander and Gregory).","Chairman and Director",Position,"FUND FOR POLICY REFORM, INC.",203314,NULL,Org
"GEORGE SOROS",14965,"Survived nazi occupation of hungary, studied at London School of Economics. Founded Quantum Fund 1969; one of nation's first hedge funds. ""Broke"" British pound in 1992 with Stanley Druckenmiller; shorted England's currency, said to have made $1 billion in one day when Bank of England stopped fixing exchange rate. Not so lucky in Soviet Union: lost several hundred million in telecom investment when Soviet economy collapsed. Since 2000 has closed door to new investors; today the majority of Quantum Endowment Fund's $20 billion in assets are believed to be his. Sons Robert and Jonathan involved in business. Last summer made bearish bets; fund up 32% in 2007. Says U.S. on brink of prolonged recession after 25-year ""superbubble."" Has given away $6 billion since 1979 via Open Society Institute. 

Born in Hungary and is #15 on Forbes 400 richest Americans. Graduated from the London School of Economics. His income has been derived primarily from hedge funds. Soros gave away over $7 billion through his Open Society Institute.

Married and divorced twice, he has three children with Annaliese Witschak (Robert, Andrea, Jonathan) and two with Susan Weber Soros (Alexander and Gregory).","a political supporter",Professional,"BILL DE BLASIO",110291,"Mayor Bill de Blasio is the 109th Mayor of New York City. 

Together with his wife Chirlane, Bill is the proud parent of Chiara, a college sophomore, and Dante, a high school junior. Having raised their children in Brooklyn and sent them to New York City public schools, Bill and Chirlane understand firsthand the fundamental role parents and teachers share in educating the next generation - and of the importance of providing equal educational opportunities in all neighborhoods.

After graduating from NYU, Bill studied at Columbia University's School of International and Public Affairs. He began his career in public service as a junior staffer for New York City's first African-American mayor, David N. Dinkins, and later became an assistant for community affairs at City Hall.

In 1997, Bill moved to the U.S. Department of Housing and Urban Development, working as Regional Director under then-Housing Secretary Andrew Cuomo, as New York and New Jersey's highest-ranking official in the department.

In 1999, Bill joined District 15's School Board in Brooklyn. In 2000, Hillary Clinton asked Bill to manage her historic campaign for the U.S. Senate. Two years later, Bill started his service on the New York City Council, representing the diverse Brooklyn neighborhoods of Park Slope, Sunset Park, Boro Park, Carroll Gardens, Cobble Hill, Windsor Terrace, Red Hook, and Kensington.

In his eight years on the City Council, Bill focused his efforts on improving public education, engaging parents, expanding affordable housing, and protecting New York's middle-class and working poor.

In 2010, Bill was sworn in as New York City Public Advocate, the second-highest citywide elected office. As Public Advocate, Bill launched the ""NYC Worst Landlords Watchlist"" to publicly identify landlords who took advantage of everyday New Yorkers, pressing them to improve building maintenance and upkeep.",Person
"GEORGE SOROS",14965,"Survived nazi occupation of hungary, studied at London School of Economics. Founded Quantum Fund 1969; one of nation's first hedge funds. ""Broke"" British pound in 1992 with Stanley Druckenmiller; shorted England's currency, said to have made $1 billion in one day when Bank of England stopped fixing exchange rate. Not so lucky in Soviet Union: lost several hundred million in telecom investment when Soviet economy collapsed. Since 2000 has closed door to new investors; today the majority of Quantum Endowment Fund's $20 billion in assets are believed to be his. Sons Robert and Jonathan involved in business. Last summer made bearish bets; fund up 32% in 2007. Says U.S. on brink of prolonged recession after 25-year ""superbubble."" Has given away $6 billion since 1979 via Open Society Institute. 

Born in Hungary and is #15 on Forbes 400 richest Americans. Graduated from the London School of Economics. His income has been derived primarily from hedge funds. Soros gave away over $7 billion through his Open Society Institute.

Married and divorced twice, he has three children with Annaliese Witschak (Robert, Andrea, Jonathan) and two with Susan Weber Soros (Alexander and Gregory).","Campaign Contribution",Donation,"PRIORITIES USA ACTION",80765,NULL,Org
"GEORGE SOROS",14965,"Survived nazi occupation of hungary, studied at London School of Economics. Founded Quantum Fund 1969; one of nation's first hedge funds. ""Broke"" British pound in 1992 with Stanley Druckenmiller; shorted England's currency, said to have made $1 billion in one day when Bank of England stopped fixing exchange rate. Not so lucky in Soviet Union: lost several hundred million in telecom investment when Soviet economy collapsed. Since 2000 has closed door to new investors; today the majority of Quantum Endowment Fund's $20 billion in assets are believed to be his. Sons Robert and Jonathan involved in business. Last summer made bearish bets; fund up 32% in 2007. Says U.S. on brink of prolonged recession after 25-year ""superbubble."" Has given away $6 billion since 1979 via Open Society Institute. 

Born in Hungary and is #15 on Forbes 400 richest Americans. Graduated from the London School of Economics. His income has been derived primarily from hedge funds. Soros gave away over $7 billion through his Open Society Institute.

Married and divorced twice, he has three children with Annaliese Witschak (Robert, Andrea, Jonathan) and two with Susan Weber Soros (Alexander and Gregory).",Founder,Position,"SOROS FUND MANAGEMENT LLC",37719,"Based in New York and established in 1969. Bloomberg summary: ""The firm invests in the public equity and fixed income markets across the globe. The firm also manages private equity and venture capital funds. It invests in capital-intensive start-ups, buyouts, build-ups, and growth equity transactions. The firm seeks to invest in energy and resources sector focusing on coal, coke, copper and gold as well as on related infrastructure and logistics."" http://www.bloomberg.com/research/stocks/private/snapshot.asp?privcapId=1501285",Org
"GEORGE SOROS",14965,"Survived nazi occupation of hungary, studied at London School of Economics. Founded Quantum Fund 1969; one of nation's first hedge funds. ""Broke"" British pound in 1992 with Stanley Druckenmiller; shorted England's currency, said to have made $1 billion in one day when Bank of England stopped fixing exchange rate. Not so lucky in Soviet Union: lost several hundred million in telecom investment when Soviet economy collapsed. Since 2000 has closed door to new investors; today the majority of Quantum Endowment Fund's $20 billion in assets are believed to be his. Sons Robert and Jonathan involved in business. Last summer made bearish bets; fund up 32% in 2007. Says U.S. on brink of prolonged recession after 25-year ""superbubble."" Has given away $6 billion since 1979 via Open Society Institute. 

Born in Hungary and is #15 on Forbes 400 richest Americans. Graduated from the London School of Economics. His income has been derived primarily from hedge funds. Soros gave away over $7 billion through his Open Society Institute.

Married and divorced twice, he has three children with Annaliese Witschak (Robert, Andrea, Jonathan) and two with Susan Weber Soros (Alexander and Gregory).",NULL,Membership,"TRILATERAL NORTH AMERICAN GROUP",224402,NULL,Org
"GEORGE SOROS",14965,"Survived nazi occupation of hungary, studied at London School of Economics. Founded Quantum Fund 1969; one of nation's first hedge funds. ""Broke"" British pound in 1992 with Stanley Druckenmiller; shorted England's currency, said to have made $1 billion in one day when Bank of England stopped fixing exchange rate. Not so lucky in Soviet Union: lost several hundred million in telecom investment when Soviet economy collapsed. Since 2000 has closed door to new investors; today the majority of Quantum Endowment Fund's $20 billion in assets are believed to be his. Sons Robert and Jonathan involved in business. Last summer made bearish bets; fund up 32% in 2007. Says U.S. on brink of prolonged recession after 25-year ""superbubble."" Has given away $6 billion since 1979 via Open Society Institute. 

Born in Hungary and is #15 on Forbes 400 richest Americans. Graduated from the London School of Economics. His income has been derived primarily from hedge funds. Soros gave away over $7 billion through his Open Society Institute.

Married and divorced twice, he has three children with Annaliese Witschak (Robert, Andrea, Jonathan) and two with Susan Weber Soros (Alexander and Gregory).",Donation,Donation,"FUND FOR AMERICA",233391,NULL,Org
"GEORGE SOROS",14965,"Survived nazi occupation of hungary, studied at London School of Economics. Founded Quantum Fund 1969; one of nation's first hedge funds. ""Broke"" British pound in 1992 with Stanley Druckenmiller; shorted England's currency, said to have made $1 billion in one day when Bank of England stopped fixing exchange rate. Not so lucky in Soviet Union: lost several hundred million in telecom investment when Soviet economy collapsed. Since 2000 has closed door to new investors; today the majority of Quantum Endowment Fund's $20 billion in assets are believed to be his. Sons Robert and Jonathan involved in business. Last summer made bearish bets; fund up 32% in 2007. Says U.S. on brink of prolonged recession after 25-year ""superbubble."" Has given away $6 billion since 1979 via Open Society Institute. 

Born in Hungary and is #15 on Forbes 400 richest Americans. Graduated from the London School of Economics. His income has been derived primarily from hedge funds. Soros gave away over $7 billion through his Open Society Institute.

Married and divorced twice, he has three children with Annaliese Witschak (Robert, Andrea, Jonathan) and two with Susan Weber Soros (Alexander and Gregory).","Campaign Contribution",Donation,"CALIFORNIA VICTORY 04",30817,NULL,Org
"GEORGE SOROS",14965,"Survived nazi occupation of hungary, studied at London School of Economics. Founded Quantum Fund 1969; one of nation's first hedge funds. ""Broke"" British pound in 1992 with Stanley Druckenmiller; shorted England's currency, said to have made $1 billion in one day when Bank of England stopped fixing exchange rate. Not so lucky in Soviet Union: lost several hundred million in telecom investment when Soviet economy collapsed. Since 2000 has closed door to new investors; today the majority of Quantum Endowment Fund's $20 billion in assets are believed to be his. Sons Robert and Jonathan involved in business. Last summer made bearish bets; fund up 32% in 2007. Says U.S. on brink of prolonged recession after 25-year ""superbubble."" Has given away $6 billion since 1979 via Open Society Institute. 

Born in Hungary and is #15 on Forbes 400 richest Americans. Graduated from the London School of Economics. His income has been derived primarily from hedge funds. Soros gave away over $7 billion through his Open Society Institute.

Married and divorced twice, he has three children with Annaliese Witschak (Robert, Andrea, Jonathan) and two with Susan Weber Soros (Alexander and Gregory).","Campaign Contribution",Donation,"TAMMY DUCKWORTH",35528,"A Representative from Illinois; born in Bangkok, Thailand, March 12, 1968; graduated from President William McKinley High School, Honolulu, Hawaii, 1985; B.A., University of Hawaii, Manoa, Hawaii, 1989; M.A., The George Washington University, Washington, D.C., 1992; attended Northern Illinois University, DeKalb, Ill.; Illinois Army National Guard, 1996-present; unsuccessful candidate for election to the United States House of Representatives in 2006; director, Illinois department of veterans affairs, 2006-2009; assistant secretary, United States Department of Veterans Affairs, 2009-2011; delegate to the Democratic National Convention, 2012; elected as a Democrat to the One Hundred Thirteenth Congress (January 3, 2013-present).",Person
"GEORGE SOROS",14965,"Survived nazi occupation of hungary, studied at London School of Economics. Founded Quantum Fund 1969; one of nation's first hedge funds. ""Broke"" British pound in 1992 with Stanley Druckenmiller; shorted England's currency, said to have made $1 billion in one day when Bank of England stopped fixing exchange rate. Not so lucky in Soviet Union: lost several hundred million in telecom investment when Soviet economy collapsed. Since 2000 has closed door to new investors; today the majority of Quantum Endowment Fund's $20 billion in assets are believed to be his. Sons Robert and Jonathan involved in business. Last summer made bearish bets; fund up 32% in 2007. Says U.S. on brink of prolonged recession after 25-year ""superbubble."" Has given away $6 billion since 1979 via Open Society Institute. 

Born in Hungary and is #15 on Forbes 400 richest Americans. Graduated from the London School of Economics. His income has been derived primarily from hedge funds. Soros gave away over $7 billion through his Open Society Institute.

Married and divorced twice, he has three children with Annaliese Witschak (Robert, Andrea, Jonathan) and two with Susan Weber Soros (Alexander and Gregory).","Campaign Contribution",Donation,"AL FRANKEN",30510,"A Senator from Minnesota; born in Manhattan, N.Y., May 21, 1951; A.B., Harvard University, Cambridge, Mass., 1973; screenwriter; comedian; author; radio talk show host; elected as a Democrat to the United States Senate in 2008 for the term beginning January 3, 2009, but the election was contested; following a June 30, 2009, decision in his favor by the Minnesota state supreme court, he took the oath of office and began service on July 7, 2009.",Person
